Q0140,10
Q0160,10
YAL001C,10
YAL002W,10
YAL003W,10
YAL005C,10
YAL010C,10
YAL011W,10
YAL012W,10
YAL013W,10
YAL016W,10
YAL017W,10
YAL019W,10
YAL020C,10
YAL021C,10
YAL024C,10
YAL025C,10
YAL027W,10
YAL029C,10
YAL031C,10
YAL032C,10
YAL033W,10
YAL034C,10
YAL034W-A,10
YAL035W,10
YAL036C,10
YAL038W,10
YAL039C,10
YAL041W,10
YAL043C,10
YAL044C,10
YAL044W-A,10
YAL046C,10
YAL047C,10
YAL048C,10
YAL049C,10
YAL054C,10
YAL056W,10
YAL059W,10
YAL060W,10
YAL061W,10
YAL062W,10
YAR002W,10
YAR003W,10
YAR007C,10
YAR008W,10
YAR014C,10
YAR019C,10
YAR035W,10
YAR042W,10
YBL002W,10
YBL003C,10
YBL004W,10
YBL005W-B,10
YBL006C,10
YBL007C,10
YBL008W,10
YBL010C,10
YBL013W,10
YBL014C,10
YBL015W,10
YBL016W,10
YBL018C,10
YBL022C,10
YBL023C,10
YBL024W,10
YBL025W,10
YBL026W,10
YBL027W,10
YBL028C,10
YBL031W,10
YBL032W,10
YBL033C,10
YBL035C,10
YBL036C,10
YBL037W,10
YBL038W,10
YBL039C,10
YBL041W,10
YBL045C,10
YBL046W,10
YBL047C,10
YBL050W,10
YBL051C,10
YBL052C,10
YBL054W,10
YBL055C,10
YBL056W,10
YBL057C,10
YBL058W,10
YBL059C-A,10
YBL060W,10
YBL063W,10
YBL064C,10
YBL066C,10
YBL067C,10
YBL068W,10
YBL071W-A,10
YBL072C,10
YBL074C,10
YBL075C,10
YBL076C,10
YBL078C,10
YBL079W,10
YBL080C,10
YBL081W,10
YBL084C,10
YBL085W,10
YBL086C,10
YBL087C,10
YBL090W,10
YBL091C,10
YBL092W,10
YBL093C,10
YBL097W,10
YBL098W,10
YBL099W,10
YBL101C,10
YBL103C,10
YBL104C,10
YBL105C,10
YBR001C,10
YBR002C,10
YBR006W,10
YBR007C,10
YBR009C,10
YBR010W,10
YBR011C,10
YBR014C,10
YBR017C,10
YBR022W,10
YBR025C,10
YBR026C,10
YBR028C,10
YBR030W,10
YBR031W,10
YBR035C,10
YBR039W,10
YBR044C,10
YBR046C,10
YBR048W,10
YBR049C,10
YBR052C,10
YBR055C,10
YBR056W,10
YBR057C,10
YBR058C-A,10
YBR059C,10
YBR060C,10
YBR061C,10
YBR065C,10
YBR066C,10
YBR067C,10
YBR070C,10
YBR071W,10
YBR072W,10
YBR073W,10
YBR077C,10
YBR078W,10
YBR079C,10
YBR080C,10
YBR081C,10
YBR082C,10
YBR083W,10
YBR084C-A,10
YBR084W,10
YBR085C-A,10
YBR087W,10
YBR088C,10
YBR090C,10
YBR092C,10
YBR093C,10
YBR094W,10
YBR095C,10
YBR097W,10
YBR101C,10
YBR102C,10
YBR103W,10
YBR105C,10
YBR107C,10
YBR108W,10
YBR109C,10
YBR111C,10
YBR111W-A,10
YBR112C,10
YBR114W,10
YBR117C,10
YBR118W,10
YBR119W,10
YBR120C,10
YBR121C,10
YBR122C,10
YBR123C,10
YBR125C,10
YBR126C,10
YBR127C,10
YBR130C,10
YBR131W,10
YBR133C,10
YBR135W,10
YBR136W,10
YBR137W,10
YBR138C,10
YBR140C,10
YBR141C,10
YBR142W,10
YBR143C,10
YBR145W,10
YBR146W,10
YBR149W,10
YBR150C,10
YBR151W,10
YBR152W,10
YBR154C,10
YBR155W,10
YBR156C,10
YBR157C,10
YBR159W,10
YBR160W,10
YBR162C,10
YBR163W,10
YBR164C,10
YBR167C,10
YBR169C,10
YBR170C,10
YBR172C,10
YBR173C,10
YBR175W,10
YBR176W,10
YBR177C,10
YBR179C,10
YBR181C,10
YBR188C,10
YBR189W,10
YBR191W,10
YBR193C,10
YBR194W,10
YBR195C,10
YBR196C,10
YBR197C,10
YBR198C,10
YBR200W,10
YBR202W,10
YBR208C,10
YBR211C,10
YBR214W,10
YBR215W,10
YBR218C,10
YBR221C,10
YBR222C,10
YBR223C,10
YBR225W,10
YBR229C,10
YBR230C,10
YBR231C,10
YBR233W-A,10
YBR234C,10
YBR236C,10
YBR238C,10
YBR239C,10
YBR245C,10
YBR247C,10
YBR248C,10
YBR249C,10
YBR251W,10
YBR253W,10
YBR254C,10
YBR255W,10
YBR257W,10
YBR258C,10
YBR259W,10
YBR260C,10
YBR261C,10
YBR263W,10
YBR264C,10
YBR267W,10
YBR268W,10
YBR269C,10
YBR272C,10
YBR273C,10
YBR275C,10
YBR276C,10
YBR278W,10
YBR279W,10
YBR280C,10
YBR281C,10
YBR282W,10
YBR286W,10
YBR288C,10
YBR289W,10
YCL008C,10
YCL009C,10
YCL010C,10
YCL011C,10
YCL014W,10
YCL016C,10
YCL017C,10
YCL024W,10
YCL026C-A,10
YCL026C-B,10
YCL028W,10
YCL030C,10
YCL031C,10
YCL032W,10
YCL033C,10
YCL035C,10
YCL037C,10
YCL039W,10
YCL040W,10
YCL043C,10
YCL044C,10
YCL050C,10
YCL051W,10
YCL054W,10
YCL055W,10
YCL057W,10
YCL059C,10
YCL061C,10
YCL063W,10
YCL064C,10
YCR002C,10
YCR003W,10
YCR004C,10
YCR005C,10
YCR008W,10
YCR009C,10
YCR012W,10
YCR016W,10
YCR020C-A,10
YCR020W-B,10
YCR024C,10
YCR027C,10
YCR028C-A,10
YCR030C,10
YCR031C,10
YCR033W,10
YCR035C,10
YCR036W,10
YCR042C,10
YCR046C,10
YCR047C,10
YCR052W,10
YCR053W,10
YCR054C,10
YCR057C,10
YCR059C,10
YCR060W,10
YCR063W,10
YCR066W,10
YCR068W,10
YCR071C,10
YCR072C,10
YCR073W-A,10
YCR075W-A,10
YCR076C,10
YCR077C,10
YCR081W,10
YCR082W,10
YCR083W,10
YCR084C,10
YCR087C-A,10
YCR088W,10
YCR091W,10
YCR092C,10
YCR093W,10
YCR095C,10
YDL002C,10
YDL003W,10
YDL004W,10
YDL005C,10
YDL007W,10
YDL008W,10
YDL010W,10
YDL013W,10
YDL014W,10
YDL017W,10
YDL019C,10
YDL021W,10
YDL022W,10
YDL025C,10
YDL028C,10
YDL029W,10
YDL030W,10
YDL031W,10
YDL033C,10
YDL040C,10
YDL042C,10
YDL043C,10
YDL044C,10
YDL045C,10
YDL045W-A,10
YDL046W,10
YDL047W,10
YDL048C,10
YDL051W,10
YDL053C,10
YDL055C,10
YDL056W,10
YDL058W,10
YDL059C,10
YDL060W,10
YDL061C,10
YDL063C,10
YDL064W,10
YDL065C,10
YDL066W,10
YDL070W,10
YDL073W,10
YDL074C,10
YDL075W,10
YDL076C,10
YDL077C,10
YDL078C,10
YDL081C,10
YDL082W,10
YDL084W,10
YDL085C-A,10
YDL087C,10
YDL090C,10
YDL091C,10
YDL092W,10
YDL097C,10
YDL098C,10
YDL099W,10
YDL100C,10
YDL102W,10
YDL105W,10
YDL106C,10
YDL108W,10
YDL111C,10
YDL112W,10
YDL113C,10
YDL115C,10
YDL116W,10
YDL117W,10
YDL119C,10
YDL122W,10
YDL124W,10
YDL126C,10
YDL130W,10
YDL131W,10
YDL132W,10
YDL133C-A,10
YDL134C,10
YDL135C,10
YDL136W,10
YDL137W,10
YDL139C,10
YDL140C,10
YDL141W,10
YDL143W,10
YDL145C,10
YDL146W,10
YDL147W,10
YDL148C,10
YDL150W,10
YDL153C,10
YDL155W,10
YDL156W,10
YDL160C,10
YDL160C-A,10
YDL161W,10
YDL164C,10
YDL165W,10
YDL167C,10
YDL168W,10
YDL171C,10
YDL173W,10
YDL174C,10
YDL175C,10
YDL176W,10
YDL178W,10
YDL181W,10
YDL182W,10
YDL184C,10
YDL185W,10
YDL188C,10
YDL189W,10
YDL190C,10
YDL191W,10
YDL192W,10
YDL193W,10
YDL195W,10
YDL197C,10
YDL200C,10
YDL201W,10
YDL202W,10
YDL203C,10
YDL205C,10
YDL208W,10
YDL209C,10
YDL213C,10
YDL215C,10
